Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,HouseAge,TotalSF,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_None,BsmtQual_TA,BsmtCond_Gd,BsmtCond_None,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtExposure_None,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_None,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_None,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_None,FireplaceQu_Po,FireplaceQu_TA,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Fa,GarageQual_Gd,GarageQual_None,GarageQual_Po,GarageQual_TA,GarageCond_Fa,GarageCond_Gd,GarageCond_None,GarageCond_Po,GarageCond_TA,PavedDrive_P,PavedDrive_Y,PoolQC_Fa,PoolQC_Gd,PoolQC_None,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_None,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice_log
1,0.07080785604050793,-0.26380522744172524,-0.23211077164399915,0.6514792433257054,-0.5171998069472914,1.0509937888999856,0.8786680880058696,0.4148237728620319,0.4545249736621167,-0.34059468580747343,-2.8930061280849504,-0.6148953817566664,-1.5771343045762256,0.7709650709165369,-0.12810809530513909,0.3150540965160158,1.1078101491462133,-0.27583392089290765,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.23756400456170323,0.9122097711603002,-0.9512264882332893,0.2593027982092368,0.31172464418307205,0.35100032086652694,-1.3950358079278005,0.1959804815437314,-0.44523281546813226,-0.12368209787756206,-0.31499620229326963,-0.07116495826561729,-0.0917730355508202,-1.599111099180035,0.1387774889497933,208500,-1.0432593655921558,-0.001277401915168122,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,12.24769911637256
2,-2.0601312413521558,0.362587364829062,-0.09638576759297628,-0.07183611428306244,2.179627757849301,0.15673371079690998,-0.4295769652193609,-0.8457160908612947,0.7756447737841805,-0.34059468580747343,-1.0250681704991136,0.38285468558175345,0.2288396415776858,-1.585541847526762,-0.12810809530513909,-0.6587687774607776,-0.8199643654586394,1.5991470119566111,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.23756400456170323,-0.31868326571034533,0.6004949339126351,0.2122805574355413,0.31172464418307205,-0.060731012615303295,0.9655359512911443,-1.2190297612843504,-0.44523281546813226,-0.12368209787756206,-0.31499620229326963,-0.07116495826561729,-0.0917730355508202,-0.489110050937792,-0.6144386220786311,181500,-0.1834650642921507,-0.05382992764527963,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,12.109016442313738
3,0.07080785604050793,-0.10324380190447968,0.07090568753442711,0.6514792433257054,-0.5171998069472914,0.9847523016330911,0.8302145675160463,0.28210273246951056,0.08884128525929506,-0.34059468580747343,-0.3590248154991491,-0.3759578914477382,-0.9883938835520409,0.7836049814461773,-0.12810809530513909,0.4154237305023803,1.1078101491462133,-0.27583392089290765,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.23756400456170323,-0.31868326571034533,0.6004949339126351,0.2558944912044262,0.31172464418307205,0.6317262300586839,-1.3950358079278005,-0.0729594340134535,-0.44523281546813226,-0.12368209787756206,-0.31499620229326963,-0.07116495826561729,-0.0917730355508202,0.9908913467185322,0.1387774889497933,223500,-0.9771213424152324,0.15628322002065398,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,12.317171167298682
4,0.2699197982322395,-0.6066944303543089,-0.10191919254294278,0.6514792433257054,-0.5171998069472914,-1.8636316508433721,-0.720298088158301,-0.8457160908612947,-0.6916953873032897,-0.34059468580747343,-0.06365312009020775,-1.1625880304177065,-0.7375873026512796,0.661282923014461,-0.12810809530513909,0.32473154642267243,1.1078101491462133,-0.27583392089290765,-1.0260408358133,-0.7616206719986545,0.1637791168735145,-0.23756400456170323,0.29676325272497744,0.6004949339126351,0.2507601501733754,1.6503069397927341,0.7908042452675729,-1.3950358079278005,-0.19364351809452246,1.6277735307314383,-0.12368209787756206,-0.31499620229326963,-0.07116495826561729,-0.0917730355508202,-1.599111099180035,-1.3676547331070554,140000,1.8006756310155536,-0.12159533714015605,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.849404844423074
5,0.07080785604050793,0.479595808093378,0.3185615735575917,1.3747946009344731,-0.5171998069472914,0.9516315579996439,0.7333075265363995,0.8614075050274368,0.3808776121957395,-0.34059468580747343,-0.1922077529769757,0.1820546153231827,-0.04668420122645905,0.9623637939122611,-0.12810809530513909,0.8326159058678189,1.1078101491462133,-0.27583392089290765,0.7897405221108432,1.2275853765130371,1.3900227611572622,-0.23756400456170323,1.527656289595623,0.6004949339126351,0.2541859715718322,1.6503069397927341,1.6984846849888804,0.5767241364325257,0.4470933901405698,-0.44523281546813226,-0.12368209787756206,-0.31499620229326963,-0.07116495826561729,-0.0917730355508202,2.100892394960775,0.1387774889497933,250000,-0.9440523308267706,0.6650724473073004,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,12.429220196836383
6,-0.1780620012829951,0.5068272239273532,0.3079376095800078,-0.7951514718918303,-0.5171998069472914,0.7197863525655132,0.4910399240872828,-0.8457160908612947,0.49008173987171055,-0.34059468580747343,,-0.9066262475620562,-2.969890422825024,0.40671412406040025,-0.12810809530513909,-0.34551551140391507,1.1078101491462133,-0.27583392089290765,-1.0260408358133,1.2275853765130371,-2.288708171693981,-0.23756400456170323,-0.934129784145668,-0.9512264882332893,0.24214389605975026,0.31172464418307205,0.03284429044874903,-0.5672750972588596,-0.2897363325886426,-0.44523281546813226,2.4683068208314456,-0.31499620229326963,-0.07116495826561729,0.8431762344950693,1.3608916961326132,0.8919935999782177,143000,-0.6795002381190768,-0.6890945692054715,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,11.870606902224587
7,-2.0601312413521558,0.19397798352511755,-0.04434790051675697,1.3747946009344731,-0.5171998069472914,1.084114532533433,0.9755751289855163,0.3775827809424406,1.1084165982444445,-0.34059468580747343,-0.8359079819773079,0.889238600474741,0.8649944080645823,-1.585541847526762,-0.12810809530513909,0.29257608464953294,1.1078101491462133,-0.27583392089290765,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.23756400456170323,0.29676325272497744,0.6004949339126351,0.26100260537796405,0.31172464418307205,0.7627316543483571,0.8254934702752034,0.14506144844671215,-0.44523281546813226,-0.12368209787756206,-0.31499620229326963,-0.07116495826561729,-0.0917730355508202,0.6208909973044512,-0.6144386220786311,307000,-1.1093973887690793,0.6879711263575854,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,12.634606283893019
8,0.07080785604050793,0.362587364829062,-0.013604872214379926,0.6514792433257054,0.38174271465157283,0.05737147989656824,-0.5749375266888309,0.5639734507191224,0.6476234906435233,-0.09455298122642941,-1.5855905326133353,0.10708739836383664,-0.1554158191169646,0.8991308343763945,-0.12810809530513909,0.7389467114387205,1.1078101491462133,-0.27583392089290765,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.23756400456170323,0.29676325272497744,2.1522163560585597,0.20691671769040035,0.31172464418307205,0.05155935106155949,0.7530114633327436,1.2165543868832662,1.4753055972300535,-0.12368209787756206,-0.31499620229326963,-0.07116495826561729,0.48120570932674445,1.7308920455466943,0.8919935999782177,200000,-0.018120006349842004,0.569222761082832,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,12.206077645517674
9,-0.1780620012829951,-1.9393447116120086,-0.580996044736675,0.6514792433257054,-0.5171998069472914,-1.3336997527082162,-1.689368497954768,-0.8457160908612947,-3.612592077148811,-0.34059468580747343,0.6265036560877537,-0.2749657504979425,-0.4523816800559091,0.6565401298320378,-0.12810809530513909,0.40023042419910876,-0.8199643654586394,-0.27583392089290765,0.7897405221108432,-0.7616206719986545,-1.0624645274102333,1.6730846344743164,0.9122097711603002,2.1522163560585597,0.12863565227314216,0.31172464418307205,-0.023300891389682367,-0.03446307128089335,-1.2190297612843504,1.3852760102701338,-0.12368209787756206,-0.31499620229326963,-0.07116495826561729,-0.0917730355508202,-0.859110400351873,0.1387774889497933,129900,1.3377094687770892,0.1768943401093596,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.774527900858468
10,1.422547346270238,-2.310581919609901,-0.37160063643771113,-0.7951514718918303,0.38174271465157283,-1.0687338036406382,-1.689368497954768,-0.8457160908612947,0.6383994194086805,-0.34059468580747343,-3.418229813943298,-0.16425391645686815,-0.2504755652535356,-1.585541847526762,-0.12810809530513909,-1.7999409921675131,1.1078101491462133,-0.27583392089290765,-1.0260408358133,-0.7616206719986545,-1.0624645274102333,1.6730846344743164,-0.934129784145668,2.1522163560585597,0.14402642673534982,-1.02685765142659,-1.2538161266819705,-1.3950358079278005,-1.0330793524477198,-0.44523281546813226,-0.12368209787756206,-0.31499620229326963,-0.07116495826561729,-0.0917730355508202,-1.9691114485941161,0.1387774889497933,118000,1.0731573760693953,-0.9353059160826158,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,11.678448377988165
